,training_accuracy,training_accuracy_druggable,training_accuracy_non_druggable,test_accuracy,test_accuracy_druggable,test_accuracy_non_druggable
132,1.0,1.0,1.0,0.7398641834196195,0.7548076923076923,0.739209769106604
133,1.0,1.0,1.0,0.7371075102534794,0.7548076923076923,0.7363323742016984
134,0.9998148148148148,0.9996296296296296,1.0,0.7374436899078868,0.7516025641025641,0.7368236367464384
135,0.9996296296296296,0.9996296296296296,0.9996296296296296,0.740536542728434,0.7644230769230769,0.7394904905607411
136,0.9998148148148148,1.0,0.9996296296296296,0.7385867007328717,0.7371794871794872,0.7386483261983297
137,0.9998148148148148,1.0,0.9996296296296296,0.7385867007328717,0.7371794871794872,0.7386483261983297
138,0.9998148148148148,1.0,0.9996296296296296,0.7385867007328717,0.7371794871794872,0.7386483261983297
139,0.9998148148148148,1.0,0.9996296296296296,0.7385867007328717,0.7371794871794872,0.7386483261983297
140,0.9998148148148148,1.0,0.9996296296296296,0.7385867007328717,0.7371794871794872,0.7386483261983297
141,0.9998148148148148,1.0,0.9996296296296296,0.7385867007328717,0.7371794871794872,0.7386483261983297
142,0.9998148148148148,1.0,0.9996296296296296,0.7385867007328717,0.7371794871794872,0.7386483261983297
143,0.9998148148148148,1.0,0.9996296296296296,0.7385867007328717,0.7371794871794872,0.7386483261983297
144,0.9998148148148148,1.0,0.9996296296296296,0.7385867007328717,0.7371794871794872,0.7386483261983297
145,0.9998148148148148,1.0,0.9996296296296296,0.7385867007328717,0.7371794871794872,0.7386483261983297
146,0.9998148148148148,1.0,0.9996296296296296,0.7385867007328717,0.7371794871794872,0.7386483261983297
147,0.9998148148148148,1.0,0.9996296296296296,0.7385867007328717,0.7371794871794872,0.7386483261983297
148,0.9998148148148148,1.0,0.9996296296296296,0.7385867007328717,0.7371794871794872,0.7386483261983297
149,0.9998148148148148,0.9996296296296296,1.0,0.7387884085255161,0.7387820512820513,0.7387886869253982
150,0.9998148148148148,0.9996296296296296,1.0,0.7387884085255161,0.7387820512820513,0.7387886869253982
151,0.9998148148148148,0.9996296296296296,1.0,0.7387884085255161,0.7387820512820513,0.7387886869253982
152,0.9998148148148148,0.9996296296296296,1.0,0.7387884085255161,0.7387820512820513,0.7387886869253982
153,0.9998148148148148,0.9996296296296296,1.0,0.7387884085255161,0.7387820512820513,0.7387886869253982
154,0.9998148148148148,0.9996296296296296,1.0,0.7387884085255161,0.7387820512820513,0.7387886869253982
155,0.9998148148148148,0.9996296296296296,1.0,0.7387884085255161,0.7387820512820513,0.7387886869253982
156,0.9998148148148148,0.9996296296296296,1.0,0.7387884085255161,0.7387820512820513,0.7387886869253982
157,0.9998148148148148,0.9996296296296296,1.0,0.7387884085255161,0.7387820512820513,0.7387886869253982
158,1.0,1.0,1.0,0.7468567202312916,0.7467948717948718,0.7468594287318409
159,1.0,1.0,1.0,0.7468567202312916,0.7467948717948718,0.7468594287318409
160,1.0,1.0,1.0,0.7468567202312916,0.7467948717948718,0.7468594287318409
161,1.0,1.0,1.0,0.7468567202312916,0.7467948717948718,0.7468594287318409
162,1.0,1.0,1.0,0.7468567202312916,0.7467948717948718,0.7468594287318409
163,1.0,1.0,1.0,0.7468567202312916,0.7467948717948718,0.7468594287318409
164,1.0,1.0,1.0,0.7468567202312916,0.7467948717948718,0.7468594287318409
165,1.0,1.0,1.0,0.7402675990049082,0.75,0.7398413923784125
166,1.0,1.0,1.0,0.7402675990049082,0.75,0.7398413923784125
167,1.0,1.0,1.0,0.7402675990049082,0.75,0.7398413923784125
168,1.0,1.0,1.0,0.7402675990049082,0.75,0.7398413923784125
169,1.0,1.0,1.0,0.7402675990049082,0.75,0.7398413923784125
170,1.0,1.0,1.0,0.7402675990049082,0.75,0.7398413923784125
171,1.0,1.0,1.0,0.7402675990049082,0.75,0.7398413923784125
172,1.0,1.0,1.0,0.7385867007328717,0.7532051282051282,0.7379465225629869
173,1.0,1.0,1.0,0.7385867007328717,0.7532051282051282,0.7379465225629869
174,1.0,1.0,1.0,0.7385867007328717,0.7532051282051282,0.7379465225629869
175,1.0,1.0,1.0,0.7463860687151214,0.7516025641025641,0.746157625096498
176,1.0,1.0,1.0,0.7396624756269751,0.7564102564102564,0.7389290476524668
177,1.0,1.0,1.0,0.7396624756269751,0.7564102564102564,0.7389290476524668
178,1.0,1.0,1.0,0.7396624756269751,0.7564102564102564,0.7389290476524668
179,1.0,1.0,1.0,0.7459826531298326,0.7612179487179487,0.7453154607340866
180,1.0,1.0,1.0,0.7459826531298326,0.7612179487179487,0.7453154607340866
181,1.0,1.0,1.0,0.7459826531298326,0.7612179487179487,0.7453154607340866
182,1.0,1.0,1.0,0.7459826531298326,0.7612179487179487,0.7453154607340866
183,1.0,1.0,1.0,0.7459826531298326,0.7612179487179487,0.7453154607340866
